frame,time,Gastrocnemius Medialis,Tibialis Anterior,Soleus,Vastus Medialis,Vastus Lateralis,Rectus Femoris,Biceps Femoris,Semitendinosus,Gracilis,Gluteus Medius,External Oblique
160.0,9.66063,0.114348,0.0813634,0.398785,0.0102482,0.073598,0.0,0.237423,0.0,0.0,0.253614,0.0312544
161.0,9.69396,0.266039,0.0,0.346407,0.00407452,0.0818319,0.0,0.143985,0.0,0.0,0.47485,0.141391
162.0,9.72729,0.377519,0.0,0.293479,0.0670228,0.252874,0.0,0.231992,0.018314,0.0,0.468447,0.00629062
163.0,9.76063,0.0111719,0.0,0.0458827,0.0,0.103238,0.0,0.0453783,0.011694,0.0,0.133153,0.156213
164.0,9.79396,0.0,0.0379615,0.0057375,0.0,0.102547,0.156856,0.0,0.0,0.0515223,0.0234146,0.0776835
165.0,9.82729,0.0,0.0540652,0.00195367,0.0,0.0590306,0.305943,0.0,0.0,0.00541988,0.217166,0.0732323
166.0,9.86063,0.0,0.0357952,0.0,0.0,0.00345135,0.0748141,0.0,0.00924561,0.00661177,0.194651,0.00762934
167.0,9.89396,0.0,0.259543,0.0,0.0,0.0,0.0,0.030569,0.0,0.201526,0.183185,0.0449417
168.0,9.92729,0.00297196,0.587049,0.0,0.0,0.0,0.0,0.167504,0.0,0.39448,0.20888,0.0
169.0,9.96063,0.0,0.4011,0.0,0.0,0.0,0.0,0.0,0.0,0.252835,0.0,0.136352
170.0,9.99396,0.0,0.5553,0.0,0.0,0.0,0.0,0.0788105,0.0525219,0.435167,0.0,0.127236
171.0,10.0273,0.0239706,0.527442,0.0,0.0,0.0,0.0,0.092421,0.20383,0.396635,0.0110016,0.16387
172.0,10.0606,0.0753596,0.469343,0.0,0.0,0.0,0.0,0.166865,0.392286,0.366884,0.0612443,0.148118
173.0,10.094,0.058806,0.215962,0.0,0.0,0.0,0.0,0.282261,0.395409,0.180061,0.11496,0.0710449
174.0,10.1273,0.0426163,0.0659115,0.0,0.0,0.0,0.0,0.355258,0.353238,0.0528747,0.14488,0.0110719
175.0,10.1606,0.0,0.981406,0.0,0.0465296,0.150762,0.0,0.245847,0.141709,0.0,0.141844,0.0819397
176.0,10.194,0.0,0.961964,0.0,0.125753,0.399027,0.023789,0.0,0.0,0.0,0.0,0.0
177.0,10.2273,0.0,0.35117,0.0,0.0,0.0219128,0.0,0.0167638,0.0297791,0.0,0.0,0.218672
178.0,10.2606,0.0,0.200067,0.0,0.0,0.0,0.0,0.0,0.12695,0.0466513,0.0130541,0.234132
179.0,10.294,0.0,0.309962,0.0,0.0,0.0,0.0,0.135329,0.163797,0.0681568,0.00413556,0.245038
180.0,10.3273,0.0,0.796927,0.0,0.0025326,0.0774745,0.0,0.165566,0.157041,0.0,0.244139,0.133452
181.0,10.3606,0.0,0.49327,0.0,0.0,0.0588225,0.0248105,0.00647794,0.101552,0.0,0.289087,0.0
182.0,10.394,0.0,0.439955,0.0,0.0,0.0,0.0353606,0.0,0.110928,0.0418803,0.260406,0.00247171
183.0,10.4273,0.0,0.25734,0.00989316,0.056327,0.19368,0.217365,0.0,0.051317,0.0,0.461148,0.0390718
184.0,10.4606,0.0,0.0928093,0.0524562,0.0455289,0.163725,0.324794,0.0,0.0343775,0.0,0.581353,0.0307592
185.0,10.494,0.0,0.0,0.0,0.0164276,0.0671666,0.356025,0.0,0.0,0.0,0.326567,0.0
186.0,10.5273,0.0,0.0,0.0,0.00772517,0.0405957,0.326946,0.0,0.0106529,0.0,0.434259,0.0
187.0,10.5606,0.0,0.0342065,0.0,0.00564674,0.0317838,0.425202,0.0,0.00361694,0.0,0.382447,0.0
188.0,10.594,0.0,0.264773,0.0,0.0348066,0.112023,0.597883,0.0,0.0,0.0862595,0.425376,0.0
189.0,10.6273,0.0,0.569301,0.0,0.0663221,0.21099,0.700583,0.0,0.0,0.174983,0.444727,0.00302529
190.0,10.6606,0.0,0.594237,0.0,0.0794484,0.245768,0.721033,0.0,0.0,0.19358,0.475327,0.0
191.0,10.694,0.0160487,0.301098,0.0,0.0396709,0.144676,0.434483,0.0,0.0,0.125186,0.100942,0.261465
192.0,10.7273,0.0816943,0.0495332,0.0,0.0609377,0.191337,0.0,0.283594,0.0,0.0,0.471042,0.22219
193.0,10.7606,0.0534968,0.0,0.160042,0.0276299,0.109672,0.0,0.275986,0.0,0.0,0.262449,0.0959124
194.0,10.794,0.251814,0.0,0.420892,0.0,0.0829739,0.0,0.0868734,0.0071926,0.0,0.38833,0.0831725
195.0,10.8273,0.178969,0.0,0.153149,0.0231941,0.149067,0.0,0.211811,0.0244742,0.0,0.527644,0.0595578
196.0,10.8606,0.0,0.0,0.0580719,0.0,0.0983143,0.0,0.0860378,0.0170311,0.0,0.14554,0.125508
197.0,10.894,0.0,0.0431944,0.00404614,0.0,0.0942435,0.152922,0.0,0.0,0.0334761,0.0429987,0.107516
198.0,10.9273,0.0,0.0586811,0.000685177,0.0,0.0588664,0.261,0.0,0.0,0.0,0.20481,0.076588
199.0,10.9606,0.0,0.0430598,0.0,0.0,0.004286,0.058476,0.00608025,0.0146298,0.0,0.203636,0.00554399
200.0,10.994,0.0,0.26718,0.0,0.0,0.0,0.0,0.0288009,0.0,0.200925,0.184921,0.0547579
201.0,11.0273,0.0,0.578255,0.0,0.0,0.0,0.0,0.177676,0.0,0.386095,0.207872,0.0
202.0,11.0606,0.0,0.373322,0.0,0.0,0.0,0.0,0.0,0.0,0.241723,0.0,0.146061
203.0,11.094,0.0,0.521297,0.0,0.0,0.0,0.0,0.045548,0.0231249,0.388231,0.0,0.15187
